Source,Target,Weight
853,854,34
855,856,90
857,858,41
859,860,9
861,862,64
863,864,9
865,866,44
867,868,83
869,870,70
871,872,27
873,874,56
875,876,1
877,878,23
879,880,74
881,882,15
883,884,4
885,886,71
887,888,100
889,890,6
891,892,36
893,894,78
895,896,33
897,898,83
899,900,39
901,902,58
903,904,61
905,906,54
907,908,36
909,910,62
911,912,52
913,914,95
915,916,78
917,918,91
919,920,39
921,922,76
923,924,87
925,926,65
927,928,1
929,930,51
931,932,57
933,934,51
935,936,54
937,938,60
939,940,46
941,942,44
943,944,14
945,946,65
947,948,79
949,950,28
951,952,73
953,954,21
955,956,64
957,958,82
959,960,91
961,962,91
963,964,72
965,966,90
967,968,84
969,970,32
971,972,46
973,974,62
975,976,46
977,978,9
979,980,28
981,982,30
983,984,80
985,986,23
987,988,41
989,990,89
991,992,81
993,994,50
995,996,28
997,998,33
999,1000,13
1001,1002,49
1003,1004,61
1005,1006,48
1007,1008,100
1009,1010,100
1011,1012,58
1013,1014,80
1015,1016,85
1017,1018,67
1019,1020,54
1021,1022,56
1023,1024,17
1025,1026,85
1027,1028,96
1029,1030,74
1031,1032,31
1033,1034,18
1035,1036,60
1037,1038,39
1039,1040,95
1041,1042,6
1043,1044,81
1045,1046,57
1047,1048,38
1049,1050,55
1051,1052,47
1053,1054,15
1055,1056,46
1057,1058,28
1059,1060,2
1061,1062,22
1063,1064,35
1065,1066,10
1067,1068,97
1069,1070,12
1071,1072,51
1073,1074,50
1075,1076,58
1077,1078,56
1079,1080,72
1081,1082,93
1083,1084,84
1085,1086,37
1087,1088,3
1089,1090,85
1091,1092,10
1093,1094,40
1095,1096,53
1097,1098,65
1099,1100,90
1101,1102,92
1103,1104,56
1105,1106,37
1107,1108,69
1109,1110,0
1111,1112,72
1113,1114,51
1115,1116,19
1117,1118,98
1119,1120,89
1121,1122,60
1123,1124,29
1125,1126,7
1127,1128,45
1129,1130,87
1131,1132,20
1133,1134,19
1135,1136,73
1137,1138,15
1139,1140,25
1141,1142,94
1143,1144,76
1145,1146,12
1147,1148,51
1149,1150,73
1151,1152,37
1153,1154,37
1155,1156,39
1157,1158,27
1159,1160,88
1161,1162,86
1163,1164,31
1165,1166,19
1167,1168,53
1169,1170,51
1171,1172,69
1173,1174,9
1175,1176,34
1177,1178,52
1179,1180,19
1181,1182,25
1183,1184,3
1185,1186,45
1187,1188,46
1189,1190,11
1191,1192,85
1193,1194,62
1195,1196,60
1197,1198,57
1199,1200,23
1201,1202,51
1203,1204,55
1205,1206,20
1207,1208,27
1209,1210,30
1211,1212,18
1213,1214,13
1215,1216,23
1217,1218,9
1219,1220,71
1221,1222,11
1223,1224,40
1225,1226,45
1227,1228,33
1229,1230,58
1231,1232,88
1233,1234,2
1235,1236,37
1237,1238,68
1239,1240,0
1241,1242,72
1243,1244,69
1245,1246,88
1247,1248,9
1249,1250,37
1251,1252,12
1253,1254,79
1255,1256,60
1257,1258,69
1259,1260,90
1261,1262,61
1263,1264,19
1265,1266,43
1267,1268,26
1269,1270,6
1271,1272,25
1273,1274,87
1275,1276,7
1277,1278,24
1279,1280,13
1281,1282,58
1283,1284,87
1285,1286,71
1287,1288,99
1289,1290,52
1291,1292,39
1293,1294,65
1295,1296,0
1297,1298,24
1299,1300,28
1301,1302,1
1303,1304,56
1305,1306,57
1307,1308,33
1309,1310,8
1311,1312,29
1313,1314,32
1315,1316,63
1317,1318,54
1319,1320,29
1321,1322,88
1323,1324,97
1325,1326,95
1327,1328,61
1329,1330,58
1331,1332,61
1333,1334,2
1335,1336,6
1337,1338,83
1339,1340,83
1341,1342,78
1343,1344,83
1345,1346,7
1347,1348,51
1349,1350,39
1351,1352,31
1353,1354,83
1355,1356,49
1357,1358,27
1359,1360,81
1361,1362,21
1363,1364,26
1365,1366,59
1367,1368,16
1369,1370,67
1371,1372,15
1373,1374,42
1375,1376,23
1377,1378,37
1379,1380,24
1381,1382,42
1383,1384,29
1385,1386,4
1387,1388,0
1389,1390,65
1391,1392,85
1393,1394,91
1395,1396,99
1397,1398,78
1399,1400,95
1401,1402,63
1403,1404,16
1405,1406,83
1407,1408,83
1409,1410,8
1411,1412,8
1413,1414,9
1415,1416,87
1417,1418,24
1419,1420,89
1421,1422,45
1423,1424,11
1425,1426,29
1427,1428,60
1429,1430,53
1431,1432,91
1433,1434,66
1435,1436,82
1437,1438,96
1439,1440,45
1441,1442,92
1443,1444,83
1445,1446,23
1447,1448,51
1449,1450,11
1451,1452,63
1453,1454,47
1455,1456,28
1457,1458,92
1459,1460,41
1461,1462,24
1463,1464,32
1465,1466,6
1467,1468,33
1469,1470,94
1471,1472,24
1473,1474,71
1475,1476,23
1477,1478,17
1479,1480,66
1481,1482,79
1483,1484,0
1485,1486,42
1487,1488,12
1489,1490,22
1491,1492,16
1493,1494,93
1495,1496,1
1497,1498,58
1499,1500,96
1501,1502,23
1503,1504,28
1505,1506,70
1507,1508,68
1509,1510,42
1511,1512,34
1513,1514,97
1515,1516,39
1517,1518,57
1519,1520,44
1521,1522,87
1523,1524,10
1525,1526,98
1527,1528,33
1529,1530,77
1531,1532,16
1533,1534,21
1535,1536,33
1537,1538,57
1539,1540,78
1541,1542,29
1543,1544,5
1545,1546,65
1547,1548,88
1549,1550,31
1551,1552,89
1553,1554,1
1555,1556,15
1557,1558,21
1559,1560,48
1561,1562,32
1563,1564,20
1565,1566,29
1567,1568,34
1569,1570,98
1571,1572,60
1573,1574,42
1575,1576,94
1577,1578,16
1579,1580,96
1581,1582,56
1583,1584,61
1585,1586,90
1587,1588,32
1589,1590,22
1591,1592,57
1593,1594,58
1595,1596,84
1597,1598,94
1599,1600,59
1601,1602,36
1603,1604,91
1605,1606,39
1607,1608,67
1609,1610,78
1611,1612,53
1613,1614,93
1615,1616,24
1617,1618,25
1619,1620,54
1621,1622,33
1623,1624,7
1625,1626,49
1627,1628,75
1629,1630,90
1631,1632,62
1633,1634,68
1635,1636,78
1637,1638,93
1639,1640,86
1641,1642,57
1643,1644,18
1645,1646,7
1647,1648,37
1649,1650,87
1651,1652,81
1653,1654,72
1655,1656,67
1657,1658,88
1659,1660,85
1661,1662,32
1663,1664,56
1665,1666,80
1667,1668,40
1669,1670,24
1671,1672,42
1673,1674,94
1675,1676,15
1677,1678,74
1679,1680,53
1681,1682,82
1683,1684,78
1685,1686,52
1687,1688,11
1689,1690,7
1691,1692,15
1693,1694,0
1695,1696,41
1697,1698,84
1699,1700,32
1701,1702,47
1703,1704,23
1705,1706,73
1707,1708,50
1709,1710,66
1711,1712,83
1713,1714,27
1715,1716,99
1717,1718,15
1719,1720,34
1721,1722,93
1723,1724,95
1725,1726,40
1727,1728,40
1729,1730,68
1731,1732,88
1733,1734,36
1735,1736,58
1737,1738,17
1739,1740,80
1741,1742,37
1743,1744,6
1745,1746,45
1747,1748,79
1749,1750,2
1751,1752,62
1753,1754,8
1755,1756,50
1757,1758,81
1759,1760,30
1761,1762,66
1763,1764,17
1765,1766,89
1767,1768,72
1769,1770,98
1771,1772,63
1773,1774,90
1775,1776,57
1777,1778,57
1779,1780,47
1781,1782,19
1783,1784,50
1785,1786,37
1787,1788,38
1789,1790,81
1791,1792,62
1793,1794,24
1795,1796,22
1797,1798,21
1799,1800,11
1801,1802,85
1803,1804,87
1805,1806,86
1807,1808,98
1809,1810,65
1811,1812,30
1813,1814,11
1815,1816,54
1817,1818,79
1819,1820,28
1821,1822,42
1823,1824,22
1825,1826,90
1827,1828,77
1829,1830,43
1831,1832,60
1833,1834,7
1835,1836,99
1837,1838,57
1839,1840,27
1841,1842,89
1843,1844,87
1845,1846,72
1847,1848,14
1849,1850,95
1851,1852,55
1853,1854,5
1855,1856,81
1857,1858,32
1859,1860,86
1861,1862,51
1863,1864,64
1865,1866,66
1867,1868,84
1869,1870,14
1871,1872,82
1873,1874,27
1875,1876,10
1877,1878,67
1879,1880,19
1881,1882,15
1883,1884,32
1885,1886,29
1887,1888,16
1889,1890,20
1891,1892,71
1893,1894,81
1895,1896,0
1897,1898,54
1899,1900,93
1901,1902,88
1903,1904,50
1905,1906,66
1907,1908,83
1909,1910,40
1911,1912,40
1913,1914,79
1915,1916,54
1917,1918,62
1919,1920,79
1921,1922,44
1923,1924,87
1925,1926,36
1927,1928,99
1929,1930,29
1931,1932,16
1933,1934,41
1935,1936,70
1937,1938,92
1939,1940,92
1941,1942,68
1943,1944,1
1945,1946,3
1947,1948,29
1949,1950,32
1951,1952,3
1953,1954,64
1955,1956,2
1957,1958,64
1959,1960,82
1961,1962,62
1963,1964,51
1965,1966,45
1967,1968,47
1969,1970,82
1971,1972,98
1973,1974,76
1975,1976,55
1977,1978,98
1979,1980,15
1981,1982,35
1983,1984,89
1985,1986,86
1987,1988,22
1989,1990,17
1991,1992,0
1993,1994,10
1995,1996,16
1997,1998,66
1999,2000,6
2001,2002,52
2003,2004,97
2005,2006,72
2007,2008,75
2009,2010,53
2011,2012,24
2013,2014,14
2015,2016,12
2017,2018,21
2019,2020,67
2021,2022,67
2023,2024,45
2025,2026,92
2027,2028,88
2029,2030,43
2031,2032,8
2033,2034,27
2035,2036,41
2037,2038,3
2039,2040,82
2041,2042,73
2043,2044,85
2045,2046,65
2047,2048,3
2049,2050,50
2051,2052,86
2053,2054,31
2055,2056,82
2057,2058,69
2059,2060,93
2061,2062,38
2063,2064,66
2065,2066,64
2067,2068,93
2069,2070,49
2071,2072,78
2073,2074,7
2075,2076,41
2077,2078,65
2079,2080,34
2081,2082,18
2083,2084,97
2085,2086,47
2087,2088,37
2089,2090,70
2091,2092,21
2093,2094,16
2095,2096,49
2097,2098,46
2099,2100,13
2101,2102,89
2103,2104,83
2105,2106,12
2107,2108,58
2109,2110,36
2111,2112,98
2113,2114,5
2115,2116,20
2117,2118,3
2119,2120,86
2121,2122,14
2123,2124,43
2125,2126,56
2127,2128,99
2129,2130,24
2131,2132,9
2133,2134,91
2135,2136,37
2137,2138,11
2139,2140,74
2141,2142,20
2143,2144,12
2145,2146,42
2147,2148,43
2149,2150,87
2151,2152,82
2153,2154,83
2155,2156,45
2157,2158,58
2159,2160,28
2161,2162,76
2163,2164,83
2165,2166,40
2167,2168,82
2169,2170,50
2171,2172,87
2173,2174,81
2175,2176,23
2177,2178,79
2179,2180,97
2181,2182,89
2183,2184,54
2185,2186,77
2187,2188,38
2189,2190,42
2191,2192,95
2193,2194,87
2195,2196,57
2197,2198,23
2199,2200,73
2201,2202,68
2203,2204,38
2205,2206,76
2207,2208,15
2209,2210,70
2211,2212,81
2213,2214,54
2215,2216,57
2217,2218,36
2219,2220,98
2221,2222,81
2223,2224,72
2225,2226,11
2227,2228,60
2229,2230,17
2231,2232,49
2233,2234,51
2235,2236,13
2237,2238,12
2239,2240,24
2241,2242,95
2243,2244,98
2245,2246,91
2247,2248,76
2249,2250,26
2251,2252,96
2253,2254,64
2255,2256,21
2257,2258,87
2259,2260,87
2261,2262,62
2263,2264,34
2265,2266,33
2267,2268,8
2269,2270,2
2271,2272,17
2273,2274,38
2275,2276,86
2277,2278,38
2279,2280,16
2281,2282,40
2283,2284,77
2285,2286,39
2287,2288,21
2289,2290,32
2291,2292,45
2293,2294,31
2295,2296,13
2297,2298,71
2299,2300,56
2301,2302,21
2303,2304,52
2305,2306,18
2307,2308,28
2309,2310,96
2311,2312,17
2313,2314,31
2315,2316,29
2317,2318,50
2319,2320,30
2321,2322,68
2323,2324,35
2325,2326,74
2327,2328,25
2329,2330,97
2331,2332,54
2333,2334,1
2335,2336,52
2337,2338,28
2339,2340,59
2341,2342,76
2343,2344,6
2345,2346,51
2347,2348,34
2349,2350,12
2351,2352,43
2353,2354,27
2355,2356,60
2357,2358,49
2359,2360,25
2361,2362,85
2363,2364,67
2365,2366,8
2367,2368,68
2369,2370,85
2371,2372,47
2373,2374,96
2375,2376,82
2377,2378,10
2379,2380,17
2381,2382,79
2383,2384,54
2385,2386,57
2387,2388,17
2389,2390,78
2391,2392,63
2393,2394,61
2395,2396,83
2397,2398,75
2399,2400,6
2401,2402,21
2403,2404,11
2405,2406,36
2407,2408,91
2409,2410,94
2411,2412,65
2413,2414,19
2415,2416,51
2417,2418,2
2419,2420,55
2421,2422,84
2423,2424,98
2425,2426,41
2427,2428,6
2429,2430,2
2431,2432,84
2433,2434,85
2435,2436,17
2437,2438,11
2439,2440,16
2441,2442,22
2443,2444,88
2445,2446,62
2447,2448,38
2449,2450,67
2451,2452,3
2453,2454,29
2455,2456,18
2457,2458,17
2459,2460,39
2461,2462,26
2463,2464,77
2465,2466,51
2467,2468,11
2469,2470,59
2471,2472,44
2473,2474,79
2475,2476,70
2477,2478,42
2479,2480,64
2481,2482,50
2483,2484,23
2485,2486,52
2487,2488,59
2489,2490,13
2491,2492,73
2493,2494,11
2495,2496,19
2497,2498,68
2499,2500,22
2501,2502,16
2503,2504,0
2505,2506,30
2507,2508,58
2509,2510,70
2511,2512,97
2513,2514,63
2515,2516,18
2517,2518,16
2519,2520,87
2521,2522,89
2523,2524,97
2525,2526,39
2527,2528,15
2529,2530,23
2531,2532,81
2533,2534,16
2535,2536,93
2537,2538,95
2539,2540,35
2541,2542,37
2543,2544,15
2545,2546,6
2547,2548,32
2549,2550,28
2551,2552,98
2553,2554,43
2555,2556,80
2557,2558,46
2559,2560,8
2561,2562,25
2563,2564,82
2565,2566,35
2567,2568,59
2569,2570,89
2571,2572,47
2573,2574,85
2575,2576,2
2577,2578,2
2579,2580,43
2581,2582,96
2583,2584,26
2585,2586,52
2587,2588,67
2589,2590,33
2591,2592,64
2593,2594,60
2595,2596,88
2597,2598,83
2599,2600,42
2601,2602,59
2603,2604,73
2605,2606,39
2607,2608,96
2609,2610,81
2611,2612,40
2613,2614,26
2615,2616,84
2617,2618,11
2619,2620,79
2621,2622,25
2623,2624,92
2625,2626,87
2627,2628,92
2629,2630,59
2631,2632,66
2633,2634,57
2635,2636,94
2637,2638,17
2639,2640,8
2641,2642,73
2643,2644,76
2645,2646,68
2647,2648,46
2649,2650,16
2651,2652,36
2653,2654,73
2655,2656,85
2657,2658,75
2659,2660,65
2661,2662,59
2663,2664,77
2665,2666,96
2667,2668,43
2669,2670,50
2671,2672,71
2673,2674,94
2675,2676,25
2677,2678,6
2679,2680,8
2681,2682,2
2683,2684,1
2685,2686,42
2687,2688,39
2689,2690,5
2691,2692,1
2693,2694,84
2695,2696,95
2697,2698,21
2699,2700,63
2701,2702,40
2703,2704,3
2705,2706,69
2707,2708,54
2709,2710,42
2711,2712,73
2713,2714,75
2715,2716,35
2717,2718,94
2719,2720,14
2721,2722,87
2723,2724,94
2725,2726,15
2727,2728,24
2729,2730,56
2731,2732,38
2733,2734,45
2735,2736,53
2737,2738,68
2739,2740,20
2741,2742,9
2743,2744,77
2745,2746,30
2747,2748,74
2749,2750,50
2751,2752,30
2753,2754,94
2755,2756,66
2757,2758,38
2759,2760,77
2761,2762,39
2763,2764,99
2765,2766,100
2767,2768,18
2769,2770,71
2771,2772,81
2773,2774,65
2775,2776,77
2777,2778,49
2779,2780,62
2781,2782,43
2783,2784,82
2785,2786,59
2787,2788,22
2789,2790,9
2791,2792,26
2793,2794,6
2795,2796,9
2797,2798,19
2799,2800,49
2801,2802,38
2803,2804,23
2805,2806,16
2807,2808,66
2809,2810,14
2811,2812,59
2813,2814,44
2815,2816,4
2817,2818,46
2819,2820,20
2821,2822,71
2823,2824,22
2825,2826,69
2827,2828,69
2829,2830,24
2831,2832,34
2833,2834,16
2835,2836,47
2837,2838,7
2839,2840,96
2841,2842,19
2843,2844,73
2845,2846,94
2847,2848,82
2849,2850,81
2851,2852,55
2853,2854,59
2855,2856,25
2857,2858,37
2859,2860,67
2861,2862,0
2863,2864,35
2865,2866,94
2867,2868,44
2869,2870,93
2871,2872,23
2873,2874,90
2875,2876,36
2877,2878,72
2879,2880,100
2881,2882,96
2883,2884,36
2885,2886,3
2887,2888,23
2889,2890,25
2891,2892,100
2893,2894,56
2895,2896,92
2897,2898,86
2899,2900,28
2901,2902,85
2903,2904,62
2905,2906,8
2907,2908,80
2909,2910,15
2911,2912,90
2913,2914,16
2915,2916,10
2917,2918,68
2919,2920,96
2921,2922,58
2923,2924,35
2925,2926,76
2927,2928,71
2929,2930,77
2931,2932,42
2933,2934,62
2935,2936,87
2937,2938,24
2939,2940,26
2941,2942,30
2943,2944,10
2945,2946,94
2947,2948,41
2949,2950,74
2951,2952,46
2953,2954,37
2955,2956,72
2957,2958,22
2959,2960,15
2961,2962,100
2963,2964,91
2965,2966,89
2967,2968,35
2969,2970,4
2971,2972,57
2973,2974,76
2975,2976,36
2977,2978,90
2979,2980,19
2981,2982,72
2983,2984,83
2985,2986,27
2987,2988,5
2989,2990,68
2991,2992,55
2993,2994,81
2995,2996,78
2997,2998,43
2999,3000,57
3001,3002,19
3003,3004,73
3005,3006,76
3007,3008,55
3009,3010,97
3011,3012,14
3013,3014,2
3015,3016,15
3017,3018,83
3019,3020,39
3021,3022,50
3023,3024,94
3025,3026,91
3027,3028,85
3029,3030,63
3031,3032,23
3033,3034,47
3035,3036,62
3037,3038,99
3039,3040,89
3041,3042,22
3043,3044,21
3045,3046,2
3047,3048,18
3049,3050,43
3051,3052,65
3053,3054,36
3055,3056,97
3057,3058,56
3059,3060,1
3061,3062,57
3063,3064,90
3065,3066,11
3067,3068,70
3069,3070,70
3071,3072,27
3073,3074,32
3075,3076,70
3077,3078,64
3079,3080,2
3081,3082,69
3083,3084,17
3085,3086,27
3087,3088,7
3089,3090,78
3091,3092,13
3093,3094,54
3095,3096,41
3097,3098,2
3099,3100,75
3101,3102,67
3103,3104,89
3105,3106,68
3107,3108,46
3109,3110,69
3111,3112,72
3113,3114,92
3115,3116,38
3117,3118,93
3119,3120,55
3121,3122,36
3123,3124,9
3125,3126,17
3127,3128,13
3129,3130,24
3131,3132,20
3133,3134,48
3135,3136,5
3137,3138,44
3139,3140,86
3141,3142,96
3143,3144,14
3145,3146,75
3147,3148,14
3149,3150,43
3151,3152,49
3153,3154,60
3155,3156,71
3157,3158,93
3159,3160,27
3161,3162,72
3163,3164,38
3165,3166,28
3167,3168,77
3169,3170,6
3171,3172,61
3173,3174,93
3175,3176,6
3177,3178,21
3179,3180,31
3181,3182,58
3183,3184,66
3185,3186,12
3187,3188,0
3189,3190,90
3191,3192,45
3193,3194,86
3195,3196,4
3197,3198,93
3199,3200,53
3201,3202,72
3203,3204,53
3205,3206,25
3207,3208,83
3209,3210,95
3211,3212,42
3213,3214,82
3215,3216,19
3217,3218,50
3219,3220,26
3221,3222,4
3223,3224,24
3225,3226,39
3227,3228,66
3229,3230,1
3231,3232,51
3233,3234,30
3235,3236,34
3237,3238,32
3239,3240,69
3241,3242,46
3243,3244,30
3245,3246,66
3247,3248,66
3249,3250,14
3251,3252,23
3253,3254,98
3255,3256,62
3257,3258,73
3259,3260,74
3261,3262,86
3263,3264,20
3265,3266,16
3267,3268,58
3269,3270,48
3271,3272,91
3273,3274,30
3275,3276,64
3277,3278,18
3279,3280,60
3281,3282,86
3283,3284,100
3285,3286,86
3287,3288,92
3289,3290,21
3291,3292,53
3293,3294,92
3295,3296,49
3297,3298,37
3299,3300,41
3301,3302,9
3303,3304,51
3305,3306,15
3307,3308,30
3309,3310,57
3311,3312,58
3313,3314,60
3315,3316,6
3317,3318,11
3319,3320,48
3321,3322,59
3323,3324,18
3325,3326,35
3327,3328,0
3329,3330,56
3331,3332,36
3333,3334,81
3335,3336,25
3337,3338,28
3339,3340,67
3341,3342,8
3343,3344,2
3345,3346,91
3347,3348,19
3349,3350,12
3351,3352,36
3353,3354,60
3355,3356,80
3357,3358,20
3359,3360,78
3361,3362,11
3363,3364,46
3365,3366,60
3367,3368,36
3369,3370,6
3371,3372,66
3373,3374,67
3375,3376,20
3377,3378,67
3379,3380,86
3381,3382,19
3383,3384,28
3385,3386,23
3387,3388,46
3389,3390,58
3391,3392,28
3393,3394,40
3395,3396,30
3397,3398,6
3399,3400,63
3401,3402,0
3403,3404,19
3405,3406,86
3407,3408,23
3409,3410,55
3411,3412,42
3413,3414,64
3415,3416,77
3417,3418,32
3419,3420,1
3421,3422,32
3423,3424,0
3425,3426,4
3427,3428,53
3429,3430,76
3431,3432,98
3433,3434,12
3435,3436,83
3437,3438,7
3439,3440,78
3441,3442,69
3443,3444,78
3445,3446,35
3447,3448,73
3449,3450,39
3451,3452,34
3453,3454,22
3455,3456,69
3457,3458,65
3459,3460,70
3461,3462,52
3463,3464,37
3465,3466,15
3467,3468,86
3469,3470,26
3471,3472,5
3473,3474,68
3475,3476,8
3477,3478,12
3479,3480,64
3481,3482,58
3483,3484,93
3485,3486,62
3487,3488,22
3489,3490,88
3491,3492,73
3493,3494,51
3495,3496,47
3497,3498,52
3499,3500,25
3501,3502,58
3503,3504,79
3505,3506,22
3507,3508,1
3509,3510,72
3511,3512,41
3513,3514,92
3515,3516,16
3517,3518,75
3519,3520,34
3521,3522,9
3523,3524,26
3525,3526,2
3527,3528,74
3529,3530,76
3531,3532,20
3533,3534,40
3535,3536,9
3537,3538,73
3539,3540,80
3541,3542,72
3543,3544,88
3545,3546,2
3547,3548,16
3549,3550,25
3551,3552,21
3553,3554,65
3555,3556,75
3557,3558,57
3559,3560,55
3561,3562,35
3563,3564,49
3565,3566,93
3567,3568,48
3569,3570,34
3571,3572,23
3573,3574,3
3575,3576,100
3577,3578,45
3579,3580,42
3581,3582,11
3583,3584,78
3585,3586,29
3587,3588,30
3589,3590,36
3591,3592,65
3593,3594,23
3595,3596,36
3597,3598,15
3599,3600,37
3601,3602,63
3603,3604,4
3605,3606,27
3607,3608,26
3609,3610,27
3611,3612,26
3613,3614,67
3615,3616,87
3617,3618,90
3619,3620,26
3621,3622,52
3623,3624,40
3625,3626,41
3627,3628,12
3629,3630,57
3631,3632,77
3633,3634,14
3635,3636,99
3637,3638,2
3639,3640,77
3641,3642,99
3643,3644,86
3645,3646,32
3647,3648,50
3649,3650,28
3651,3652,74
3653,3654,69
3655,3656,6
3657,3658,25
3659,3660,81
3661,3662,92
3663,3664,95
3665,3666,8
3667,3668,98
3669,3670,17
3671,3672,19
3673,3674,67
3675,3676,72
3677,3678,41
3679,3680,9
3681,3682,37
3683,3684,78
3685,3686,69
3687,3688,37
3689,3690,84
3691,3692,92
3693,3694,81
3695,3696,42
3697,3698,41
3699,3700,3
3701,3702,65
3703,3704,100
3705,3706,50
3707,3708,79
3709,3710,33
3711,3712,93
3713,3714,13
3715,3716,73
3717,3718,95
3719,3720,89
3721,3722,17
3723,3724,14
3725,3726,94
3727,3728,43
3729,3730,57
3731,3732,61
3733,3734,98
3735,3736,26
3737,3738,100
3739,3740,93
3741,3742,37
3743,3744,77
