Id,label
F/TuaPY/ycO117,F/TuaPY/ycO117
UH@ui<dGWY,UH@ui<dGWY
RhL)NxStbVf.lD,RhL)NxStbVf.lD
"*oXtdrtb;Q","*oXtdrtb;Q"
QDueKh`)w)NPCp,QDueKh`)w)NPCp
LJU[qAVQCZjNinSbtXJxd,LJU[qAVQCZjNinSbtXJxd
BEyGtMigACexdJhm]d,BEyGtMigACexdJhm]d
"(bEZaKnW[n,WoMpvCcgt","(bEZaKnW[n,WoMpvCcgt"
AxL,AxL
" Akkb"," Akkb"
",C;cYKm_440",",C;cYKm_440"
U?Ga]lyrsY>,U?Ga]lyrsY>
ZbJjViIZ[622,ZbJjViIZ[622
lQwfie,lQwfie
"S;^","S;^"
vJwEIZq,vJwEIZq
]boI\,]boI\
kRGHSONkzGdpIii,kRGHSONkzGdpIii
brGrIKyQoUV,brGrIKyQoUV
d+f[+497,d+f[+497
"<nL@;nuWh317","<nL@;nuWh317"
BPH[ntWGgR,BPH[ntWGgR
&ZoYp(Ull,&ZoYp(Ull
YUl-WpPYSuXVVe`995,YUl-WpPYSuXVVe`995
)(xzEZxhYAZRYgnHhcG_556,)(xzEZxhYAZRYgnHhcG_556
?jFFp$i994,?jFFp$i994
"VXsHewuwljC,OBubomgG","VXsHewuwljC,OBubomgG"
UHVwBDOv,UHVwBDOv
Tyn*Yt,Tyn*Yt
yt,yt
ST\ybzuTDYaqddEctjUS(844,ST\ybzuTDYaqddEctjUS(844
zROdRSfygWDUOyWMEnu,zROdRSfygWDUOyWMEnu
")tL;gdtZ\lhwW",")tL;gdtZ\lhwW"
AOBqdEiQqJ,AOBqdEiQqJ
QPqzqaSDYZDKfp.,QPqzqaSDYZDKfp.
EhRn(hNP%docj,EhRn(hNP%docj
afnCytJ)Trjb,afnCytJ)Trjb
"+BiukVV ^tHsgxseXx","+BiukVV ^tHsgxseXx"
VbtDHAJOMlRvt,VbtDHAJOMlRvt
svpHKEAd,svpHKEAd
aw$>C#,aw$>C#
UxD)%piU]Xnkykzs,UxD)%piU]Xnkykzs
l.u:P*,l.u:P*
NQHXjAJkBCCYeyk,NQHXjAJkBCCYeyk
gjkbCXrZYvCCg,gjkbCXrZYvCCg
QMNQgIE)udDkbb,QMNQgIE)udDkbb
eC@Ks[ApHn518,eC@Ks[ApHn518
OGmZFKgufPNrimQqqFWI`621,OGmZFKgufPNrimQqqFWI`621
fpfSNzt,fpfSNzt
"F?;*168","F?;*168"
"rdmHSfUBb;","rdmHSfUBb;"
dyc:rRL>X)FiWBg,dyc:rRL>X)FiWBg
&FKf,&FKf
jNLjtEq)KKrgEXWPJZ',jNLjtEq)KKrgEXWPJZ'
qU.um,qU.um
gklJhFkMRpu,gklJhFkMRpu
Cplk,Cplk
Z:V%CQq,Z:V%CQq
LBaJb)Ebdtp,LBaJb)Ebdtp
r++XZp.OXel,r++XZp.OXel
.'esDGM,.'esDGM
Te^ngMCb,Te^ngMCb
uKPLHAdjC?AvBmAqRkzI(f,uKPLHAdjC?AvBmAqRkzI(f
<hvKwsmJp)EfvWLLz914,<hvKwsmJp)EfvWLLz914
"wsvF'XxrosuV^Ac,qtq953","wsvF'XxrosuV^Ac,qtq953"
nWoOpYp,nWoOpYp
vScPYKfljBWbMGoSJqD+791,vScPYKfljBWbMGoSJqD+791
sR=lx=QKInEG)Fx,sR=lx=QKInEG)Fx
iPSYPI/NXita)?ARN^286,iPSYPI/NXita)?ARN^286
"KQTB=euCQqWJ;eOjyV","KQTB=euCQqWJ;eOjyV"
l,l
"ZZ;EFZ]","ZZ;EFZ]"
cuY\xKYZSB>fSlEl,cuY\xKYZSB>fSlEl
TFwPUKy,TFwPUKy
ETT>qyhosUdVdXbV#Cg,ETT>qyhosUdVdXbV#Cg
"-zq yrnZliNUAbeR&GwPK","-zq yrnZliNUAbeR&GwPK"
tfXpmuCsW,tfXpmuCsW
AQzcwtbYBag&hYEpKwN=,AQzcwtbYBag&hYEpKwN=
\vT748,\vT748
ENnOBRmvYHu,ENnOBRmvYHu
qBciYZ]DJJ,qBciYZ]DJJ
tkiFlwGDlzYVtsikyY865,tkiFlwGDlzYVtsikyY865
KcCmq'(,KcCmq'(
p/QACxfVZzQAJQc,p/QACxfVZzQAJQc
ElaKdgtlGrEwWFVfn'Tm,ElaKdgtlGrEwWFVfn'Tm
kJtsNzCCMTVaQVVD,kJtsNzCCMTVaQVVD
:yXoTSxRC-Y,:yXoTSxRC-Y
f>a=huqzd`cHtgPoiu,f>a=huqzd`cHtgPoiu
feRWPyw*AAbcRWn,feRWPyw*AAbcRWn
a=obHQG,a=obHQG
lGuVbvsTFsB/418,lGuVbvsTFsB/418
uEiAnGPUMU'Caaz&uf\yjd,uEiAnGPUMU'Caaz&uf\yjd
g&c.eZo_hNKCCyJlUiC,g&c.eZo_hNKCCyJlUiC
pJteBPjgVjQiuvisa,pJteBPjgVjQiuvisa
ZszO$Br@MmB,ZszO$Br@MmB
"ykLrq=R H","ykLrq=R H"
NTUDeMO$f+RU]333,NTUDeMO$f+RU]333
OjSghkDoNWt,OjSghkDoNWt
lBf/,lBf/
[cZ,[cZ
=j[e)OBIzg,=j[e)OBIzg
MCH@GayUQEjQ*/v,MCH@GayUQEjQ*/v
"ibC$ZlSAJG;d:JBOBqt","ibC$ZlSAJG;d:JBOBqt"
wqKiFxzmdspXckd,wqKiFxzmdspXckd
gzIoUgb'aRMTbzc.db*p,gzIoUgb'aRMTbzc.db*p
nStwvUeJk[S,nStwvUeJk[S
dTGq(CT^iISjW_,dTGq(CT^iISjW_
K^kxSwBfYep%Wa.rLP,K^kxSwBfYep%Wa.rLP
"QjwUcP <NvUP(BawPCyls","QjwUcP <NvUP(BawPCyls"
c_,c_
"g;eW@KphBr]/791","g;eW@KphBr]/791"
isyU:d,isyU:d
";WuhSz^RJ<EFzYsbXLiHmcd824",";WuhSz^RJ<EFzYsbXLiHmcd824"
P)hxusvQ<UUFhV,P)hxusvQ<UUFhV
Mj^]o(g,Mj^]o(g
npZVPDE,npZVPDE
?i',?i'
MJdteoOI*R,MJdteoOI*R
#&O309,#&O309
R&-k,R&-k
gWexi&ZogbS949,gWexi&ZogbS949
TqxL,TqxL
%h830,%h830
UV`jsVahPslvYEyQR,UV`jsVahPslvYEyQR
tc)QIJY$,tc)QIJY$
QN%ottdXxpIqHnDCXc,QN%ottdXxpIqHnDCXc
"m t","m t"
T.yjMLwSg][oV,T.yjMLwSg][oV
"gUtC iCLPfpAIuauWO:","gUtC iCLPfpAIuauWO:"
SQomBoRBVwQXQiY,SQomBoRBVwQXQiY
jteLCvvrHQue,jteLCvvrHQue
JqKQ*xd,JqKQ*xd
EmZlH#YYrPrB,EmZlH#YYrPrB
jFxmFxpURvc,jFxmFxpURvc
tvRIfMKFsQkfYkDTD,tvRIfMKFsQkfYkDTD
Ph.a@b&N,Ph.a@b&N
T/CJpgFUdjrc,T/CJpgFUdjrc
FJ@'z,FJ@'z
rXO&O(h?(319,rXO&O(h?(319
gXKarKXhifsh,gXKarKXhifsh
KSRTwfhWk[tGq(DAWw,KSRTwfhWk[tGq(DAWw
"IZnfkMNp[ZK,eLZCdyq","IZnfkMNp[ZK,eLZCdyq"
JlSxK/+,JlSxK/+
E,E
Xy*o^BiEPzlEgW,Xy*o^BiEPzlEgW
crYu+*cdLqQYOGraghOZ,crYu+*cdLqQYOGraghOZ
evmUQuHmobKDAWKlde462,evmUQuHmobKDAWKlde462
QhrD-JypW%DmyfTqBJiVa,QhrD-JypW%DmyfTqBJiVa
oVlreaZfqSgZxIgb(nu855,oVlreaZfqSgZxIgb(nu855
OWxgfvCAqDacs.mBNjC,OWxgfvCAqDacs.mBNjC
qcjrCAnp@HGD,qcjrCAnp@HGD
"<JUISdbomf #","<JUISdbomf #"
ZQCbA>ivk+MbhkqwOpSLLw,ZQCbA>ivk+MbhkqwOpSLLw
FBMq/HdfsQcbd@LLWco,FBMq/HdfsQcbd@LLWco
'RE,'RE
SGso/FgsNA=-dQ,SGso/FgsNA=-dQ
n+ArCVLQGC[A273,n+ArCVLQGC[A273
eO,eO
QXyhbylUsgU,QXyhbylUsgU
"H=asCR,442","H=asCR,442"
zcbDabEEyGh+824,zcbDabEEyGh+824
#:kIWbzTcsgf&sN,#:kIWbzTcsgf&sN
oRftnlwOgW]GgKwhSwnqu$687,oRftnlwOgW]GgKwhSwnqu$687
xAyR]c-Vkvlw,xAyR]c-Vkvlw
W:/,W:/
IgFqpOvNaQosvKZAx,IgFqpOvNaQosvKZAx
g/+yBCn$Dgs,g/+yBCn$Dgs
i'<+QbhephGo,i'<+QbhephGo
WSZsypdFt,WSZsypdFt
YNiEQyDgn.jVRWV'j,YNiEQyDgn.jVRWV'j
v=AtZ[:\188,v=AtZ[:\188
Ql,Ql
YvMLPdEW:EQFhS,YvMLPdEW:EQFhS
@ros919,@ros919
F+Z`QqCIs>T,F+Z`QqCIs>T
"neEsNnd,ZPZb$uIxYDwzWw","neEsNnd,ZPZb$uIxYDwzWw"
KuxiyCwpGNrQbHJxxzR,KuxiyCwpGNrQbHJxxzR
aO<V>VgEuqJQ,aO<V>VgEuqJQ
#FDCba[)amcD,#FDCba[)amcD
cgMqysYNNk^gcPFBDjKww,cgMqysYNNk^gcPFBDjKww
KBwzvdH>Xz*JlrhDnL?,KBwzvdH>Xz*JlrhDnL?
<UU,<UU
sREK,sREK
%UHJtslEseyCzjWSXYUQ,%UHJtslEseyCzjWSXYUQ
lO.RwMWTlE#@GR,lO.RwMWTlE#@GR
:S/z,:S/z
"uKuxxNuwPdUwT/i,iBt","uKuxxNuwPdUwT/i,iBt"
CFvPJJAHPI`VOWFBS,CFvPJJAHPI`VOWFBS
Di,Di
YQizBD,YQizBD
V+`r<DYXwFyj,V+`r<DYXwFyj
B><Xb,B><Xb
IF$@WC,IF$@WC
xSQdtoDNWHfzKkScY,xSQdtoDNWHfzKkScY
RB.,RB.
"gyftO UwWBJt","gyftO UwWBJt"
HTPpoXQ'865,HTPpoXQ'865
HAeIAppnMvqPx,HAeIAppnMvqPx
k:O\=,k:O\=
T$+&,T$+&
BlNQZPZqvejP?ogYWRH,BlNQZPZqvejP?ogYWRH
dIXdgNCRG,dIXdgNCRG
"' S","' S"
I'^qjUO,I'^qjUO
HEK>xd#pf.TEh,HEK>xd#pf.TEh
AHTWKSr+TcSuLBEv(oAZT,AHTWKSr+TcSuLBEv(oAZT
.N596,.N596
"sIeEYGLha%KPuMYVvK,909","sIeEYGLha%KPuMYVvK,909"
XObHzvzKOD-yuIhqaoy,XObHzvzKOD-yuIhqaoy
XtiJ,XtiJ
+&AnCzzgzBBAyemo864,+&AnCzzgzBBAyemo864
"tnoEBV= VHtp>","tnoEBV= VHtp>"
"Fgb/,jJEdJ","Fgb/,jJEdJ"
QdF>BqdItFEkyYdcmZtW<V,QdF>BqdItFEkyYdcmZtW<V
"jz] ","jz] "
xvtqstvEkECnkkPFGKwL,xvtqstvEkECnkkPFGKwL
az?%fkTeRJJdzta]-679,az?%fkTeRJJdzta]-679
R(ObdS:Y,R(ObdS:Y
vI)\,vI)\
kwUfdfe,kwUfdfe
"MoMwMmhm@KWNz,\QaQmAybX","MoMwMmhm@KWNz,\QaQmAybX"
oOuaokyiiOahlO>Wb,oOuaokyiiOahlO>Wb
"@p,s%X","@p,s%X"
*UIdJrWFS235,*UIdJrWFS235
^qnvbWXhHXZleGwsO@$tL,^qnvbWXhHXZleGwsO@$tL
l\T,l\T
"po,dTscwez","po,dTscwez"
IlJBftIzzHCEVkd,IlJBftIzzHCEVkd
GPPDk=,GPPDk=
JK@m,JK@m
fvcGsTwkX,fvcGsTwkX
cJodGvsx,cJodGvsx
f,f
VamWHzYOUw,VamWHzYOUw
BevsAoNZDu,BevsAoNZDu
R+xZcURMGhZtxtmNp,R+xZcURMGhZtxtmNp
"[iE;rH$Vq","[iE;rH$Vq"
PKBAdpXB=wajN,PKBAdpXB=wajN
_ckSClIUxPUDQ/Qo495,_ckSClIUxPUDQ/Qo495
WcMXiN(DyvMJIiznc,WcMXiN(DyvMJIiznc
NOxwFvYsNAZt*XZ,NOxwFvYsNAZt*XZ
FnxRFChSxujUhczJsHy,FnxRFChSxujUhczJsHy
iuIbybEzq,iuIbybEzq
"LoOsW;Q%CSUtUoC901","LoOsW;Q%CSUtUoC901"
ZEWGXWNtKKmUVb[fi,ZEWGXWNtKKmUVb[fi
/ml,/ml
XelmhlkDu,XelmhlkDu
faBwXtPnRxPAlnXYgZgP,faBwXtPnRxPAlnXYgZgP
mLNDsOCYpnbaiZ%m^bPR,mLNDsOCYpnbaiZ%m^bPR
BM_voXw/l:a340,BM_voXw/l:a340
pHbPYBrY,pHbPYBrY
sMSf,sMSf
"KS :400","KS :400"
OoXkWwJ.cg%C%rOi714,OoXkWwJ.cg%C%rOi714
ivTJT%+EvL'le,ivTJT%+EvL'le
jfSpVVnd&n@i,jfSpVVnd&n@i
"amyTRBL@HHy;m=AxN","amyTRBL@HHy;m=AxN"
xqZeoDmvhPVbLIIzc?Kl103,xqZeoDmvhPVbLIIzc?Kl103
`u\NUr>MSGhbl,`u\NUr>MSGhbl
TzwPJxzjcim,TzwPJxzjcim
GuYNVhIWjBItOVvmH,GuYNVhIWjBItOVvmH
HBH]'w&,HBH]'w&
l(f#LLLKk#,l(f#LLLKk#
DOMM)ffi,DOMM)ffi
MUaQc,MUaQc
dzN_iyEmoQa.hCQ*,dzN_iyEmoQa.hCQ*
WjKEVTngZ>d>l,WjKEVTngZ>d>l
Gris,Gris
jqWN,jqWN
La,La
wQVlrGCCStbv[MQ+,wQVlrGCCStbv[MQ+
#.D).379,#.D).379
]qRVrWEIyLryHilKjd(e530,]qRVrWEIyLryHilKjd(e530
vpZ,vpZ
"TT pLy@=A","TT pLy@=A"
"FcX@,GYL+","FcX@,GYL+"
JK,JK
QxpANxKX^291,QxpANxKX^291
wj=LOO_nqkO(qFxASRGRLy,wj=LOO_nqkO(qFxASRGRLy
HFCujxlHIctZchwtabjC,HFCujxlHIctZchwtabjC
s'XhrGsSInx,s'XhrGsSInx
GyGZEVJGnHKP,GyGZEVJGnHKP
nxfEfOfEa?+TS,nxfEfOfEa?+TS
@vvbvz&bINTTp?637,@vvbvz&bINTTp?637
CVXsxHbM(605,CVXsxHbM(605
k,k
"QI);/rBTEgRh","QI);/rBTEgRh"
TmOTdrGPU,TmOTdrGPU
T&SvgWzUnwewiZYlW@,T&SvgWzUnwewiZYlW@
vMkgmTb:VJFBwLnnPvwjC,vMkgmTb:VJFBwLnnPvwjC
"`,sPV&g","`,sPV&g"
yLiegbkP<QfWDkuKq120,yLiegbkP<QfWDkuKq120
vFLuuwxsvPxJwyGmc,vFLuuwxsvPxJwyGmc
qWXEhFmWaB(vO,qWXEhFmWaB(vO
jqwlyGMHpyPXlEhymfS,jqwlyGMHpyPXlEhymfS
wCm,wCm
xgkXbLMMEJGPu,xgkXbLMMEJGPu
",dNatMUGC_xH&iVP",",dNatMUGC_xH&iVP"
"FEjga,xhTeLLVleTSQ","FEjga,xhTeLLVleTSQ"
jLzAGprQAcfJ881,jLzAGprQAcfJ881
)G'BgwTPLgoEdHHe,)G'BgwTPLgoEdHHe
N,N
fzCROOQVAPJ,fzCROOQVAPJ
YzChrIWzLb,YzChrIWzLb
PlgVnyWOJoFi%QG`JW$T,PlgVnyWOJoFi%QG`JW$T
vdRuXqOyyz`fi,vdRuXqOyyz`fi
ldrYMYxXuz,ldrYMYxXuz
RCkYvEATkVoeWux.Mn,RCkYvEATkVoeWux.Mn
OCkW993,OCkW993
U>r'd'w,U>r'd'w
RLmdRRPmNKG,RLmdRRPmNKG
"uvAp(,ox","uvAp(,ox"
V#BGDFTrEYdFjQqwQWZpg,V#BGDFTrEYdFjQqwQWZpg
EFPPQrPaRsbEhh.atoVC/107,EFPPQrPaRsbEhh.atoVC/107
"u?EfFmZzK;-424","u?EfFmZzK;-424"
p*:421,p*:421
AbuuBZ,AbuuBZ
EjMxqyPFd@,EjMxqyPFd@
eSKqtFVIH+SqvBc,eSKqtFVIH+SqvBc
v,v
U^.Yzj,U^.Yzj
vGjeomrfvAF,vGjeomrfvAF
zzGtDqTPFwdFbZYZjo583,zzGtDqTPFwdFbZYZjo583
eunSqMjjYurB_XnzC,eunSqMjjYurB_XnzC
?*jM,?*jM
V(rAlG*KjtfoKMBm@tbDk,V(rAlG*KjtfoKMBm@tbDk
UTUxVAeNwopOZ,UTUxVAeNwopOZ
ymus,ymus
xfGRTLAVlC\889,xfGRTLAVlC\889
Ojg:unYI[H,Ojg:unYI[H
hgkQ$,hgkQ$
w#jfqtBs=f<yYCvu,w#jfqtBs=f<yYCvu
&Rbcnj`Bj,&Rbcnj`Bj
PQSWaHjtpeAnVIP981,PQSWaHjtpeAnVIP981
sXj+kAENxO,sXj+kAENxO
OytfPfAETMkqQV,OytfPfAETMkqQV
kLibUJGgNClgxQwcDG,kLibUJGgNClgxQwcDG
iVYoJYZhywS[Xq],iVYoJYZhywS[Xq]
lqUpANHBJnsqEpKVwvm,lqUpANHBJnsqEpKVwvm
Yim'ZUxPDDvY$B>,Yim'ZUxPDDvY$B>
"rI;kPfkyLfgb","rI;kPfkyLfgb"
cj^h^pOoam,cj^h^pOoam
VMgVso,VMgVso
eLPzn:BnE`C,eLPzn:BnE`C
"lvhoyUnGEakT>pqoS^,","lvhoyUnGEakT>pqoS^,"
#e@_?811,#e@_?811
gvWAPauHELfwuiRB227,gvWAPauHELfwuiRB227
J<oJcQFANHQIYlm-YVsWy,J<oJcQFANHQIYlm-YVsWy
mOvX=>Z?aRz,mOvX=>Z?aRz
"p;tco),Jj","p;tco),Jj"
d(._uXDMPz,d(._uXDMPz
zLphLUR]tSeSIp-RtXPH210,zLphLUR]tSeSIp-RtXPH210
uPD$G^kytNP.NXaELVeWH,uPD$G^kytNP.NXaELVeWH
",eNucKnlf\,hbH",",eNucKnlf\,hbH"
ygFrf\ySCOWGKkT*ScBrc,ygFrf\ySCOWGKkT*ScBrc
'VJWtL,'VJWtL
MhpYCtPgTg'MGS+g@jS,MhpYCtPgTg'MGS+g@jS
"BYKYcoKnFu\qYlSBAJ;A","BYKYcoKnFu\qYlSBAJ;A"
BL<[$,BL<[$
QYgNpd`bHfqU[CeDxaIalb,QYgNpd`bHfqU[CeDxaIalb
=tnWTCfg,=tnWTCfg
As\eLWUh>,As\eLWUh>
",L]UbVhwogF'qlnPzogr",",L]UbVhwogF'qlnPzogr"
jDeFyoukIKnkVqX,jDeFyoukIKnkVqX
"IYOGOkvy,249","IYOGOkvy,249"
pZmXUPc<t<X,pZmXUPc<t<X
wxZg@742,wxZg@742
";AGDFoyfPc#IobVU",";AGDFoyfPc#IobVU"
m)QhndVL.lGaxnpGY,m)QhndVL.lGaxnpGY
MlSDM^Z(,MlSDM^Z(
&O[dsRjpbY[YS166,&O[dsRjpbY[YS166
Il&dz,Il&dz
"t;)EWvyYa","t;)EWvyYa"
EbsLhpeINCtTlskorw,EbsLhpeINCtTlskorw
mhIsoGMfFuNMkP,mhIsoGMfFuNMkP
ACQ]R'RbcPqQPLMJQMG,ACQ]R'RbcPqQPLMJQMG
lYLzYGDX&dpU,lYLzYGDX&dpU
QRHCPspP,QRHCPspP
cYCuR/NB,cYCuR/NB
ioVSjPxxRRkf,ioVSjPxxRRkf
byIXmMfy*wBEtFNBRE,byIXmMfy*wBEtFNBRE
lb\<Wb,lb\<Wb
oiOTm&BbQW_ndnRsIdB,oiOTm&BbQW_ndnRsIdB
GUfm_GjEpItUFEYlN568,GUfm_GjEpItUFEYlN568
aKolcRwDfTp,aKolcRwDfTp
eQO>CUmhkMv,eQO>CUmhkMv
yoJG,yoJG
Volygd'N`nVmWqKCV[,Volygd'N`nVmWqKCV[
oIsnpzuIwmekimDHRUl,oIsnpzuIwmekimDHRUl
SaNdiiWwUNLkktss]iOFj,SaNdiiWwUNLkktss]iOFj
Jg,Jg
TL<,TL<
iB-vGIqW)d>Ir,iB-vGIqW)d>Ir
WPTWoHqgfgLPH,WPTWoHqgfgLPH
yD$,yD$
sCjyTgmC]Kigm[rl,sCjyTgmC]Kigm[rl
&wYckMPhmRTKZT,&wYckMPhmRTKZT
GjGtC[FLHID,GjGtC[FLHID
QELE%DZYkEgM\eSxl,QELE%DZYkEgM\eSxl
"gDyIeid,sY-F","gDyIeid,sY-F"
oZFwB&pMLL244,oZFwB&pMLL244
fJCf/789,fJCf/789
KTNWYTKNOBK)454,KTNWYTKNOBK)454
NJd=h,NJd=h
HoKLjZENIHGMpOeFp384,HoKLjZENIHGMpOeFp384
[eGKwidRTF>xrZQ,[eGKwidRTF>xrZQ
LEIMjyIhSkNn*M,LEIMjyIhSkNn*M
vgDsm&YTDnOjeOsyYNFt,vgDsm&YTDnOjeOsyYNFt
xZVrPE=227,xZVrPE=227
"%MokMUoIQMmggFduZ;","%MokMUoIQMmggFduZ;"
tcJ%L_ybHe'Jxqxc,tcJ%L_ybHe'Jxqxc
oixkTvJvyAsrWIXC?byYB,oixkTvJvyAsrWIXC?byYB
bX_Td929,bX_Td929
\uET,\uET
`+X,`+X
Tk>Z\a,Tk>Z\a
^+N,^+N
CTGk(nfCO?qmgANS346,CTGk(nfCO?qmgANS346
Ia?r'R>ioTOKJvaArMBxaq`683,Ia?r'R>ioTOKJvaArMBxaq`683
"tljCAWDJhWs(Pa`TYJ;","tljCAWDJhWs(Pa`TYJ;"
OTMh\rfY=qG?457,OTMh\rfY=qG?457
lnpv)815,lnpv)815
FUUZbRrgDCn,FUUZbRrgDCn
+g^$,+g^$
S_fZNSfCP$,S_fZNSfCP$
wyIKjqOIFSGTftacwiBT.302,wyIKjqOIFSGTftacwiBT.302
ACln$,ACln$
bWoiPJR`u,bWoiPJR`u
yU,yU
"=;cwi/jcUCUKwUe","=;cwi/jcUCUKwUe"
IHHNTRymFxcFThl,IHHNTRymFxcFThl
=jBl\GURmiE_,=jBl\GURmiE_
jjELjShOvtIwK(AcaC(A,jjELjShOvtIwK(AcaC(A
"P?g,LmAqE","P?g,LmAqE"
ATtpLPUyztzmPOEACv,ATtpLPUyztzmPOEACv
mZBYNksWjVYxgs)sx,mZBYNksWjVYxgs)sx
"jvlxUt jSYfISlLkDncIa","jvlxUt jSYfISlLkDncIa"
nWKS`evDiYCAiRbKcMBdZ,nWKS`evDiYCAiRbKcMBdZ
"GoGv%[QHb[XYfimdgw 124","GoGv%[QHb[XYfimdgw 124"
t)yP`EnPQx,t)yP`EnPQx
kAii,kAii
zn<vhFdPXSQkn,zn<vhFdPXSQkn
gA',gA'
"Qp>P,hQXAI;","Qp>P,hQXAI;"
"T <T(x","T <T(x"
Ve]xHkD$pazegJPxFOdQD(a,Ve]xHkD$pazegJPxFOdQD(a
"Fu,:W","Fu,:W"
g]fitOWzm,g]fitOWzm
zKzL>SkUul,zKzL>SkUul
FU`LBoRVm,FU`LBoRVm
",%sybzgK",",%sybzgK"
dreizXIOlWsim,dreizXIOlWsim
&iatjY,&iatjY
ENVIGfXNSE,ENVIGfXNSE
JRjbcgNaplnDpBZOSbA,JRjbcgNaplnDpBZOSbA
APizu[nDNsyXeZd(j,APizu[nDNsyXeZd(j
KJnlHtMjPPigiXFNZ,KJnlHtMjPPigiXFNZ
PuH%DA%JC,PuH%DA%JC
"PeVlYfaiIpj;xSnGBqQgq","PeVlYfaiIpj;xSnGBqQgq"
oiN:lelfVc?WGXtpQSUhvq,oiN:lelfVc?WGXtpQSUhvq
"lABc;aJAN`315","lABc;aJAN`315"
[DIGvSwLOqK,[DIGvSwLOqK
fKrkQbvQDpNxpMMFklh,fKrkQbvQDpNxpMMFklh
iqrgaOx+hpFPxZdpg$I,iqrgaOx+hpFPxZdpg$I
sUKqfePGqlXElQhr=F,sUKqfePGqlXElQhr=F
qPRTpvAJ307,qPRTpvAJ307
mnHWam_oL&lqUslWRZuqQ?s,mnHWam_oL&lqUslWRZuqQ?s
LdwFc,LdwFc
Fj'lClRI,Fj'lClRI
e@],e@]
"VSuJf$Rj. ","VSuJf$Rj. "
RdjPvPlPiTcZ*DNxqT763,RdjPvPlPiTcZ*DNxqT763
iLrgOyEQBti,iLrgOyEQBti
)ll#=CB,)ll#=CB
lY`RmJAWIhM>Np]n'669,lY`RmJAWIhM>Np]n'669
ImvyMMFkoSYnA,ImvyMMFkoSYnA
"uBFykGQgDm,<HuOkxYnPp","uBFykGQgDm,<HuOkxYnPp"
Te)sOxIXzI,Te)sOxIXzI
MVCpFXaurR,MVCpFXaurR
:LPxyX282,:LPxyX282
Ph%PZ,Ph%PZ
"R.xcfuR Z=uOXCQIg","R.xcfuR Z=uOXCQIg"
"Fiwe Lj'ID_MJte","Fiwe Lj'ID_MJte"
:aP=567,:aP=567
wMWnXOrjvtzOQN#,wMWnXOrjvtzOQN#
"RSg;-NXgliFXBVAEIW163","RSg;-NXgliFXBVAEIW163"
